,directory,hotel,review,score,sentiment
507,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/134031857.html,Crowne Plaza Moncton Downtown,"""My husband and I stayed here for one night in early June.  I found the location a bit confusing as the address is Main St. but the hotel's front entrance is around the corner on (I think) Highfield St.  The location is great and is within easy walking distance to the Capitol Theatre and lots of restaurants.   \nWe were greeted as soon as we came inside.  I booked through Expedia using the mystery 40% off option that a previous reviewer mentioned.  I had never booked through a third party service before so was preparing myself for a less than easy check-in.  I was pleasantly surprised.  Check-in was very quick and hassle-free with terrific service.  \nOur room was super-clean with a comfortable bed.  There was a nice view of downtown from our room.  Even though there were pop & ice machines outside our room it was not at all noisy.  \nI was particularly impressed with the service we received after we left.  When we got home I realized I had missed packing a pair of pants.  I sent an e-mail to the hotel to see if they had a lost & found and to find out what it would cost to have the pants mailed to me in PEI.  I was put in touch with Petra in housekeeping who said they would be sent to me free of charge.  We stayed on a Friday and the parcel arrived Wednesday.  \nWe would definitely stay at the Crowne Plaza again!",5,positive
508,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/532121200.html,Crowne Plaza Moncton Downtown,"""Stayed in room 219. Not sure if the room sat idle for awhile but the first time I turned on the taps, the water came out black and ran black for 30 seconds. So much black stuff came out that I couldn't see the bottom of the sink. Gross! Besides that...... nice hotel.",3,negative
509,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/301564446.html,Crowne Plaza Moncton Downtown,"""Stayed at this property in August for a wedding. The bride and groom arranged a very good rate for their guests (125) and that is close to where my warm feelings for this hotel end. \n\nThe good:\n\nStaff are friendly and helpful. True Maritimers. \nBreakfast buffet (with the exception of the insta-eggs) was tasty and a good value (14 bucks)\nCommon area decor is quite nice. \nConveniently located close to many bars and restaurants (walking distance)\n\nThe bad:\n\nBeds are hard and the pillows are in need of replacement. They have supported the heads of a few too many guests.\nTowels are quite small\nWifi is slow\nParking lot is inconveniently far away from hotel entrances. Makes moving luggage as challenge.\nLate night room service was appalling. I ordered nachos which ended up being a pile of tortilla chips fused in the centre by a glob of cheez whiz with some haphazardly placed tomatoes on top. \n\nMy verdict on this hotel is stay if the price is right, avoid room service, eat the breakfast buffet and carry light luggage.",3,negative
510,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/215970454.html,Crowne Plaza Moncton Downtown,"""My girlfriend and I stayed here for one night so I could attend a school meeting. The hotel is in a great location, right on Main Street in downtown. We were able to walk down the street and had a lot of different restaurants to choose from. The front desk staff did their job but didn't seem overly welcoming. I read online that the hotel charges $10\u002Fday for parking, which I wasn't thrilled about, however, they had recently torn down their parking garage and we were able to park across the street for free which was great. The room was nice; clean, well decorated and very big for a standard hotel room. My only complaints about the room are that the beds were too hard and there was a minor musty smell in the bathroom. Overall, we did enjoy what little time we spent here, and would more than likely stay here for any future stays in Moncton.",4,positive
511,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/228662485.html,Crowne Plaza Moncton Downtown,"""I stayed here as part of a tour group and they managed to deliver the bags to all the wrong rooms which took some time to fix.  Other than that it was a lovely hotel.  The rooms were great and the staff were friendly.",4,positive
512,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/181242954.html,Crowne Plaza Moncton Downtown,"""Great service, very helpful staff, comfortable room.  Really neat package on the bed of scented products designed to aid relaxation and sleep.  I came from Ontario for a very early meeting, and they extended check out for me so that I could get a bit more sleep before my late afternoon flight.  The bed was wonderfully comfortable, so that was extra appreciated!",4,positive
513,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/621615862.html,Crowne Plaza Moncton Downtown,"""Beware the offer of an upgrade, your expectations will not be met! Upon arriving, I was told my room wwasn't ready and I was offered an upgrade  (exciting!!) only to find out (2 hours later waiting...) that my room was almost identical only slightly smaller than my originally booked room.  Apparently, in a quiet section of a quieter floor (turned out to be not the case). \nIn five nights, I needed to have my keys reset six times (no, it was not being kept by my phone), customer service was BRUTAL. \nHowever, the fitness facilities were excellent!! And the cleaning staff were quite friendly!",2,negative
514,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/5913451.html,Crowne Plaza Moncton Downtown,"""I first stayed here in March, choosing it purely because it is right next to the bus station.  I have never slept better in my life - the bed and pillows are so soft and the little bottle of lavendar linen spray a real treat.  The Crowne Plaza instantly became my favourite place to stay when flying to\u002Ffrom Moncton.\n\nReturning this weekend (30th Sept and 2nd Oct), I was a little disappointed to find that the top floor restaurant has been replaced with rooms and the restaurant relocated to the lobby level.  However, the cosiness of the new location makes up for the loss of scenery and the food and service are excellent.  The hot breakfast buffet is great value for money.  \n\nI will definitely be back!\n",5,positive
515,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/453586408.html,Crowne Plaza Moncton Downtown,"""The Crowne Plaza in Moncton is one of my favorite hotels while staying in the area.  The rooms are always fresh and clean but what makes the place special for me is the staff.  They are always greeting you with a smile and are more than happy to help you with any requests.  My room keys had become deactivated but cleaning staff made a quick call and within 2 mins a new key was delivered to me.. Fast and efficient.  I like that.",5,positive
516,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/58937294.html,Crowne Plaza Moncton Downtown,"""I stayed in this hotel for a few days so that my grand-children could visit me there and enjoy the pool.  The staff were wonderful,  I wanted a birthday cake and although the hotel could not provide one a reception staff member sent over to Sobeys food store and bought one for me.  Even had it decorated with the name of the birthday girl. and it was served in the ding room with the staff singing happy birthday.  NICE.   I stayed on the 8th floor which is a \""quiet\"" floor.  An interesting concept I have not come across before.  Signs are posted asking guests to be quiet, to keep TV and radios down low. No maid service between 10 pm and 10 am no children or sports teams on this floor.  The beds are soooo comfortable with tons of pillows.  Room service breakfast arrived on time and was still hot.   Menu in the dining room and bar lounge was somewhat limited but the food was excellent and the service friendly.   As a member of the Priority Club I got a room upgrade and extended check-out time to 2 p.m.  They also have day rates which includes use of the fitness club, pool, sauna and hot tub.  The location is great for down-town and there are lots of cafes and restaurants within walking distance.  Even the main mall is close by.",5,positive
517,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/182700/741314754.html,Crowne Plaza Moncton Downtown,"""Not a negative review as much as advice on which rooms to avoid.  There are two rooms on each floor facing the elevator doors.  Ending in 8 and 10.  The floor in front of the elevators are tile.  If you are in your own room; which are nice rooms FYI, you hear every click of the suitcase wheels and every conversation as they wait for the doors to open. It is as if you were standing there yourself the acoustics are so loud.  Other than that nice stay.",3,negative
